NOMBRE;DEPORTE;TIPO;FECHA;PAIS;LUGAR;;
TIRO SPORTING CLAYS;DEPORTIVO;DEPORTIVO;11/25/2017 12:00:00 AM;COLOMBIA;MONTERIA;;
TIRO TRAP AUTOMATICO;DEPORTIVO;DEPORTIVO;11/24/2017 12:00:00 AM;COLOMBIA;BARRANQUILLA;;
CANOTAJE;;;11/23/2017 12:00:00 AM;CUBARRAL,;META;;
ECUESTRE;DEPORTIVO;DEPORTIVO;11/23/2017 12:00:00 AM;COLOMBIA;CUNDINAMARCA;;
GOLF;CONCENTRACIÃ“N;CONCENTRACIÃ“N;11/20/2017 12:00:00 AM;BOLIVIA;SANTA CRUZ;;
BOWLING;;;11/19/2017 12:00:00 AM;COLOMBIA;CALI;;
TENIS DE MESA;;;11/19/2017 12:00:00 AM;TODAS;NOVIEMBRE;;
AUTOMOVILISMO;DEPORTIVO;DEPORTIVO;11/18/2017 12:00:00 AM;COLOMBIA;CALI;;
AUTOMOVILISMO;DEPORTIVO;DEPORTIVO;11/18/2017 12:00:00 AM;COLOMBIA;TOCANCIPA;;
TENIS;;;11/18/2017 12:00:00 AM;COLOMBIA;MEDELLIN;;
ARQUERIA;DEPORTIVO;DEPORTIVO;11/17/2017 12:00:00 AM;MARRAKECH;MARRAKECH;;
ATLETISMO;DEPORTIVO;DEPORTIVO;11/17/2017 12:00:00 AM;ARGENTINA;VILLA LA ANGOSTURA;;
GOLF;DEPORTIVO;DEPORTIVO;11/17/2017 12:00:00 AM;COLOMBIA;BARRANQUILLA;;
BRIDGE;;;11/16/2017 12:00:00 AM;BOGOTA;BOGOTA;;
GOLF;DEPORTIVO;DEPORTIVO;11/15/2017 12:00:00 AM;GUATEMALA;CIUDAD DE GUATEMALA;;
TENIS;;;11/14/2017 12:00:00 AM;COLOMBIA;SANTA MARTA;;
TIRO TODAS;DEPORTIVO;DEPORTIVO;11/12/2017 0:00;BRASIL;RIO DE JANEIRO;;
ARQUERIA;DEPORTIVO;DEPORTIVO;11/11/2017 0:00;COLOMBIA;SANTA MARTA;;
BALONCESTO;;;11/11/2017 0:00;COLOMBIA;SANTA MARTA;;
BALONCESTO;;;11/11/2017 0:00;COLOMBIA;SANTA MARTA;;
BOWLING;;;11/11/2017 0:00;COLOMBIA;CALI;;
BOXEO;DEPORTIVO;DEPORTIVO;11/11/2017 0:00;SANTA MARTA, COLOMBIA;SANTA MARTA, COLOMBIA;;
GIMNASIA;DEPORTIVO;DEPORTIVO;11/11/2017 0:00;CALI;COLOMBIA;;
GOLF;DEPORTIVO;DEPORTIVO;11/11/2017 0:00;COLOMBIA;CALI;;
JIU-JITSU;;;11/11/2017 0:00;COLOMBIA;AGUA DE DIOS;;
LUCHA;DEPORTIVO;DEPORTIVO;11/11/2017 0:00;SANTA MARTA;COLOMBIA;;
TENIS;;;11/11/2017 0:00;COLOMBIA;LA PAZ;;
CANOTAJE;;;11/10/2017 0:00;SANTA MARTA;COLOMBIA;;
DEPORTES AÃ‰REOS;DEPORTIVO;DEPORTIVO;11/10/2017 0:00;BOYACA;PACHAVITA - BOYACA;;
DEPORTES AÃ‰REOS;DEPORTIVO;DEPORTIVO;11/10/2017 0:00;ROLDANILLO;ROLDANILLO;;
ECUESTRE;DEPORTIVO;DEPORTIVO;11/10/2017 0:00;COLOMBIA;BOGOTA;;
SAMBO;;;11/10/2017 0:00;RUSIA;CALI;;
AJEDREZ;;;11/09/2017 0:00;COLOMBIA;MEDELLIN;;
ESQUI NAUTICO;DEPORTIVO;DEPORTIVO;11/09/2017 0:00;COLOMBIA;SANTA MARTHA;;
GOLF;DEPORTIVO;DEPORTIVO;11/09/2017 0:00;COLOMBIA;MONTERÃA;;
GOLF;DEPORTIVO;DEPORTIVO;11/09/2017 0:00;GUATEMALA;CIUDAD DE GUATEMALA;;
LUCHA;DEPORTIVO;DEPORTIVO;11/09/2017 0:00;NEW YORK;USA;;
ECUESTRE;CONCENTRACIÃ“N;CONCENTRACIÃ“N;11/07/2017 0:00;COLOMBIA;CUNDINAMARCA;;
WUSHU;;;11/07/2017 0:00;CHINA;BOGOTÃ;;
WUSHU;;;11/07/2017 0:00;CHINA;E'MEISHAN;;
JIU-JITSU;;;11/06/2017 0:00;COLOMBIA;BOGOTA;;
TENIS DE MESA;;;11/06/2017 0:00;TODAS;NOVIEMBRE;;
DEPORTES AÃ‰REOS;DEPORTIVO;DEPORTIVO;11/05/2017 0:00;BOYACA;MACANAL - BOYACA;;
KARTS;DEPORTIVO;DEPORTIVO;11/05/2017 0:00;GIRARDOT - C/MARCA;NOVIEMBRE 5 Y6;;
AJEDREZ;;;11/04/2017 0:00;COLOMBIA;VALLEDUPAR;;
AUTOMOVILISMO;DEPORTIVO;DEPORTIVO;11/04/2017 0:00;COLOMBIA;TOCANCIPA;;
ESQUI NAUTICO;DEPORTIVO;DEPORTIVO;11/04/2017 0:00;COLOMBIA;BOGOTA;;
GIMNASIA;DEPORTIVO;DEPORTIVO;11/04/2017 0:00;CALI;COLOMBIA;;
GOLF;DEPORTIVO;DEPORTIVO;11/04/2017 0:00;COLOMBIA;BOGOTÃ;;
TENIS;;;11/04/2017 0:00;BOLIVIA;NEIVA;;
TENIS;;;11/04/2017 0:00;BOLIVIA;COCHABAMBA;;
TIRO FOSA UNIVERSAL;DEPORTIVO;DEPORTIVO;11/04/2017 0:00;COLOMBIA;MEDELLIN;;
ARQUERIA;DEPORTIVO;DEPORTIVO;11/03/2017 0:00;COLOMBIA;VALLEDUPAR;;
BOXEO;DEPORTIVO;DEPORTIVO;11/03/2017 0:00;ZAMORA, ECUADOR;ZAMORA, ECUADOR;;
BOXEO;DEPORTIVO;DEPORTIVO;11/03/2017 0:00;CASTRIES, STA. LUCIA;CASTRIES, STA. LUCIA;;
DEPORTES AÃ‰REOS;;;11/03/2017 0:00;VALLE;ANSERMA - VALLE;;
ECUESTRE;DEPORTIVO;DEPORTIVO;11/02/2017 0:00;COLOMBIA;CALI;;
GOLF;DEPORTIVO;DEPORTIVO;11/02/2017 0:00;COLOMBIA;CÃšCUTA;;
GOLF;DEPORTIVO;DEPORTIVO;11/02/2017 0:00;ARGENTINA;BUENOS AIRES;;
JUDO;DEPORTIVO;DEPORTIVO;11/02/2017 0:00;PERU;LIMA;;
SOFTBOL;;;11/02/2017 0:00;COLOMBIA;COSTA NORTE, URABA, MEDELLIN, CALI;;
BALONCESTO;;;11/01/2017 0:00;POR  DEFINIR;POR DEFINIR;;
BALONCESTO;;;11/01/2017 0:00;COLOMBIA;POR DEFINIR;;
BALONCESTO;;;11/01/2017 0:00;COLOMBIA;POR DEFINIR;;
BOWLING;;;11/01/2017 0:00;PANAMA;CIUDAD DE PANAMA;;
CANOTAJE;;;11/01/2017 0:00;CUBARRAL,;META;;
GIMNASIA;DEPORTIVO;DEPORTIVO;11/01/2017 0:00;SANTA MARTA;COLOMBIA;;
GOLF;DEPORTIVO;DEPORTIVO;11/01/2017 0:00;COLOMBIA;PEREIRA;;
JUDO;DEPORTIVO;DEPORTIVO;11/01/2017 0:00;COLOMBIA;SANTA MARTA;;
JUDO;DEPORTIVO;DEPORTIVO;11/01/2017 0:00;VENEZUELA;;;
JUDO;DEPORTIVO;DEPORTIVO;11/01/2017 0:00;BOLIVIA;;;
SAMBO;DEPORTIVO;DEPORTIVO;11/01/2017 0:00;COLOMBIA;CALI;;
TENIS;;;11/01/2017 0:00;COLOMBIA;LIMA;;
TIRO ESCOPETAS;DEPORTIVO;DEPORTIVO;11/01/2017 0:00;REPUBLICA DOMINICANA;COLORADO SPRINGS;;
BOXEO;DEPORTIVO;DEPORTIVO;10/30/2017 12:00:00 AM;SACATEPEQUEZ, GUATEMALA;SACATEPEQUEZ, GUATEMALA;;
AUTOMOVILISMO;DEPORTIVO;DEPORTIVO;10/29/2017 12:00:00 AM;COLOMBIA;TOCANCIPA;;
AUTOMOVILISMO;DEPORTIVO;DEPORTIVO;10/29/2017 12:00:00 AM;COLOMBIA;TOCANCIPA;;
BOWLING;;;10/29/2017 12:00:00 AM;EEUU;PLANO;;
SAMBO;DEPORTIVO;DEPORTIVO;10/29/2017 12:00:00 AM;COLOMBIA;MOSCU;;
ATLETISMO;DEPORTIVO;DEPORTIVO;10/28/2017 12:00:00 AM;COLOMBIA;SANTA MARTA;;
DEPORTES AÃ‰REOS;;;10/28/2017 12:00:00 AM;ECUADOR;BOTOTILLO - ECUADOR;;
ESQUI NAUTICO;DEPORTIVO;DEPORTIVO;10/28/2017 12:00:00 AM;COLOMBIA;MEDELLIN;;
GOLF;DEPORTIVO;DEPORTIVO;10/28/2017 12:00:00 AM;COLOMBIA;EE.UU.;;
MOTONAUTICA;DEPORTIVO;DEPORTIVO;10/28/2017 12:00:00 AM;COMPETENCIA;GACHALA - CUNDINAMARCA;;
RUGBY;DEPORTIVO;DEPORTIVO;10/28/2017 12:00:00 AM;COLOMBIA;BOGOTA/NORTE DE SANTANDER/SANTANDER/MEDELLIN/CALI/PEREIRA/BARRANQUILLA;;
TENIS;;;10/28/2017 12:00:00 AM;PERU;YOPAL;;
TENIS;;;10/28/2017 12:00:00 AM;PERU;CHOSICA;;
ECUESTRE;DEPORTIVO;DEPORTIVO;10/27/2017 12:00:00 AM;COLOMBIA;CALI;;
ECUESTRE;DEPORTIVO;DEPORTIVO;10/27/2017 12:00:00 AM;COLOMBIA;LA CALERA;;
SOFTBOL;;;10/26/2017 12:00:00 AM;COLOMBIA;BOGOTA;;
ECUESTRE;CONCENTRACIÃ“N;CONCENTRACIÃ“N;10/25/2017 12:00:00 AM;COLOMBIA;CALI/BOGOTA;;
TENIS;;;10/25/2017 12:00:00 AM;COLOMBIA;PUNTA DEL ESTE;;
KARATE;DEPORTIVO;DEPORTIVO;10/24/2017 12:00:00 AM;ESPAÃ‘A;TENERIFE;;
AUTOMOVILISMO;DEPORTIVO;DEPORTIVO;10/21/2017 12:00:00 AM;COLOMBIA;TOCANCIPA;;
SAMBO;DEPORTIVO;DEPORTIVO;10/21/2017 12:00:00 AM;COLOMBIA;CALI;;
SAMBO;DEPORTIVO;DEPORTIVO;10/21/2017 12:00:00 AM;RUSIA;CALI;;
TENIS;;;10/21/2017 12:00:00 AM;URUGUAY;CORDOBA;;
TENIS;;;10/21/2017 12:00:00 AM;URUGUAY;PUNTA DEL ESTE;;
TIRO SPORTING CLAYS;DEPORTIVO;DEPORTIVO;10/21/2017 12:00:00 AM;USA;GEORGIA;;
BOXEO;DEPORTIVO;DEPORTIVO;10/20/2017 12:00:00 AM;CUMANA, VENEZUELA;CUMANA, VENEZUELA;;
BOXEO;NACIONAL;NACIONAL;10/20/2017 12:00:00 AM;COLOMBIA;BARRANQUILLA;;
ECUESTRE;DEPORTIVO;DEPORTIVO;10/19/2017 12:00:00 AM;COLOMBIA;BOGOTA;;
JIU-JITSU;;;10/19/2017 12:00:00 AM;COLOMBIA;BOGOTA;;
TENIS DE MESA;;;10/19/2017 12:00:00 AM;MAYORES;OCTUBRE;;
BOXEO;DEPORTIVO;DEPORTIVO;10/18/2017 12:00:00 AM;SAN JOSE, COSTA RICA;SAN JOSE, COSTA RICA;;
BRIDGE;;;10/18/2017 12:00:00 AM;BOGOTA;BOGOTA;;
LUCHA;DEPORTIVO;DEPORTIVO;10/18/2017 12:00:00 AM;VARGAS;VENEZUELA;;
GOLF;DEPORTIVO;DEPORTIVO;10/16/2017 12:00:00 AM;COLOMBIA;BOGOTÃ;;
ARQUERIA;ACADÃ‰MICO;ACADÃ‰MICO;10/15/2017 12:00:00 AM;MEXICO;CIUDAD DE MÃ‰XICO,;;
ARQUERIA;DEPORTIVO;DEPORTIVO;10/15/2017 12:00:00 AM;MEXICO;CIUDAD DE MÃ‰XICO;;
DEPORTES AÃ‰REOS;DEPORTIVO;DEPORTIVO;10/14/2017 12:00:00 AM;META;VILLAVICENCIO META;;
GOLF;DEPORTIVO;DEPORTIVO;10/14/2017 12:00:00 AM;COLOMBIA;VILLETA;;
KARTS;DEPORTIVO;DEPORTIVO;10/14/2017 12:00:00 AM;CASTELLETTO - ITALIA;OCTUBRE;;
MOTONAUTICA;CONCENTRACIÃ“N;CONCENTRACIÃ“N;10/14/2017 12:00:00 AM;COLOMBIA;PRADO TOLIMA;;
SQUASH;;;10/14/2017 12:00:00 AM;COLOMBIA;PILAR - BUENOS AIRES;;
TENIS;;;10/14/2017 12:00:00 AM;ARGENTINA;CARTAGENA;;
TENIS;;;10/14/2017 12:00:00 AM;ARGENTINA;CORDOBA;;
TIRO RIFLES Y PISTOLAS;DEPORTIVO;DEPORTIVO;10/14/2017 12:00:00 AM;SALVADOR;FORT BENNING;;
WUSHU;;;10/14/2017 12:00:00 AM;COLOMBIA;KASAN;;
ARQUERIA;ACADÃ‰MICO;ACADÃ‰MICO;10/13/2017 12:00:00 AM;MEXICO;CIUDAD DE MÃ‰XICO;;
BAILE DEPORTIVO;DEPORTIVO;DEPORTIVO;10/13/2017 12:00:00 AM;COLOMBIA;VILLA DE LEYVA;;
BRIDGE;;;10/13/2017 12:00:00 AM;MEDELLIN;MEDELLIN;;
DEPORTES AÃ‰REOS;DEPORTIVO;DEPORTIVO;10/13/2017 12:00:00 AM;SANTANDER;BARBOSA - SANTANDER;;
GOLF;DEPORTIVO;DEPORTIVO;10/13/2017 12:00:00 AM;COLOMBIA;POPAYAN;;
JIU-JITSU;DEPORTIVO;DEPORTIVO;10/13/2017 12:00:00 AM;COLOMBIA;AGUA DE DIOS;;
KARATE;DEPORTIVO;DEPORTIVO;10/13/2017 12:00:00 AM;COLOMBIA;VILLAVICENCIO;;
RUGBY;ACADÃ‰MICO;ACADÃ‰MICO;10/13/2017 12:00:00 AM;FRANCIA;GUARNE;;
AJEDREZ;;;10/11/2017 0:00;COLOMBIA;SAN AGUSTIN;;
BOXEO;DEPORTIVO;DEPORTIVO;10/11/2017 0:00;LA ROMANA, REPÃšBLICA DOMINICANA;LA ROMANA, REPÃšBLICA DOMINICANA;;
SOFTBOL;;;10/11/2017 0:00;COLOMBIA;BOGOTA;;
TENIS;;;10/11/2017 0:00;COLOMBIA;SANTIAGO;;
BOWLING;;;10/10/2017 0:00;COLOMBIA;MEDELLIN;;
GOLF;DEPORTIVO;DEPORTIVO;10/10/2017 0:00;URUGUAY;MONTEVIDEO;;
LUCHA;DEPORTIVO;DEPORTIVO;10/10/2017 0:00;SANTA MARTA;COLOMBIA;;
BALONCESTO;;;10/09/2017 0:00;POR  DEFINIR;POR DEFINIR;;
ECUESTRE;DEPORTIVO;DEPORTIVO;10/09/2017 0:00;USA;TRYON;;
AUTOMOVILISMO;DEPORTIVO;DEPORTIVO;10/08/2017 0:00;COLOMBIA;TOCANCIPA;;
TENIS DE MESA;;;10/08/2017 0:00;MAYORES;OCTUBRE;;
ECUESTRE;DEPORTIVO;DEPORTIVO;10/07/2017 0:00;COLOMBIA;GUATAVITA;;
ESQUI NAUTICO;DEPORTIVO;DEPORTIVO;10/07/2017 0:00;COLOMBIA;MEDELLIN;;
ESQUI NAUTICO;DEPORTIVO;DEPORTIVO;10/07/2017 0:00;COLOMBIA;MEDELLIN;;
TENIS;;;10/07/2017 0:00;CHILE;BARRANQUILLA;;
TENIS;;;10/07/2017 0:00;CHILE;SANTIAGO;;
ATLETISMO;DEPORTIVO;DEPORTIVO;10/06/2017 0:00;COLOMBIA;ARMENIA;;
GOLF;DEPORTIVO;DEPORTIVO;10/06/2017 0:00;COLOMBIA;CALI;;
JIU-JITSU;DEPORTIVO;DEPORTIVO;10/06/2017 0:00;ALEMANIA;BERLIN;;
LUCHA;DEPORTIVO;DEPORTIVO;10/05/2017 0:00;SANTIAGO;CHILE;;
TIRO FOSA OLIMPICA; DOBLE TRAP Y SKEET;DEPORTIVO;DEPORTIVO;10/05/2017 0:00;COLOMBIA;NILO;
AJEDREZ;;;10/04/2017 0:00;COLOMBIA;BOGOTA;;
DEPORTES AÃ‰REOS;DEPORTIVO;DEPORTIVO;10/04/2017 0:00;ANTIOQUIA;MEDELLIN - ANTIOQUIA;;
TENIS;;;10/04/2017 0:00;COLOMBIA;VILLAVICENCIO;;
TIRO RIFLES Y PISTOLAS;DEPORTIVO;DEPORTIVO;10/04/2017 0:00;COLOMBIA;BOGOTA;;
BOXEO;DEPORTIVO;DEPORTIVO;10/03/2017 0:00;GUAYAQUIL, ECUADOR;GUAYAQUIL, ECUADOR;;
ECUESTRE;CONCENTRACIÃ“N;CONCENTRACIÃ“N;10/03/2017 0:00;COLOMBIA;BOGOTA;;
GOLF;DEPORTIVO;DEPORTIVO;10/03/2017 0:00;ECUADOR;GUAYAQUIL;;
KARTS;DEPORTIVO;DEPORTIVO;10/03/2017 0:00;LONATO - ITALIA;OCTUBRE;;
ARQUERIA;DEPORTIVO;DEPORTIVO;10/02/2017 0:00;ARGENTINA;ROSARIO;;
BOWLING;;;10/02/2017 0:00;PERU;LIMA;;
GOLF;DEPORTIVO;DEPORTIVO;10/02/2017 0:00;COLOMBIA;BOGOTÃ;;
BALONCESTO;;;10/01/2017 0:00;COLOMBIA;CALI;;
CANOTAJE;;;10/01/2017 0:00;GUATAPÃ‰;ANTIOQUIA;;
ESQUI NAUTICO;ACADEMICO;ACADEMICO;10/01/2017 0:00;COLOMBIA;BOGOTA;;
ESQUI NAUTICO;ACADEMICO;ACADEMICO;10/01/2017 0:00;COLOMBIA;BOGOTA;;
GIMNASIA;DEPORTIVO;DEPORTIVO;10/01/2017 0:00;POR DEFINIR;USA;;
GOLF;DEPORTIVO;DEPORTIVO;10/01/2017 0:00;COLOMBIA;BARRANQUILLA;;
JUDO;DEPORTIVO;DEPORTIVO;10/01/2017 0:00;COLOMBIA;CALI;;
JUDO;DEPORTIVO;DEPORTIVO;10/01/2017 0:00;;;;
KARTS;DEPORTIVO;DEPORTIVO;10/01/2017 0:00;ITALIA;OCTUBRE;;
LUCHA;DEPORTIVO;DEPORTIVO;10/01/2017 0:00;SIN DEFINIR;COLOMBIA;;
ECUESTRE;DEPORTIVO;DEPORTIVO;09/30/2017 12:00:00 AM;COLOMBIA;BOGOTA;;
BOXEO;DEPORTIVO;DEPORTIVO;09/29/2017 12:00:00 AM;SANTIAGO DE CHILE, CHILE;SANTIAGO DE CHILE, CHILE;;
ECUESTRE;DEPORTIVO;DEPORTIVO;09/29/2017 12:00:00 AM;COLOMBIA;LA CALERA;;
GIMNASIA;DEPORTIVO;DEPORTIVO;09/29/2017 12:00:00 AM;CARTAGENA;COLOMBIA;;
GIMNASIA;DEPORTIVO;DEPORTIVO;09/29/2017 12:00:00 AM;SANTIAGO;CHILE;;
GIMNASIA;DEPORTIVO;DEPORTIVO;09/29/2017 12:00:00 AM;LOULE;PORTUGAL;;
JUDO;DEPORTIVO;DEPORTIVO;09/29/2017 12:00:00 AM;CHILE;SANTIAGO;;
SAMBO;DEPORTIVO;DEPORTIVO;09/29/2017 12:00:00 AM;COLOMBIA;EDINBURGH;;
TIRO TRAP AUTOMATICO;DEPORTIVO;DEPORTIVO;09/29/2017 12:00:00 AM;COLOMBIA;PEREIRA;;
ECUESTRE;DEPORTIVO;DEPORTIVO;09/28/2017 12:00:00 AM;ESPAÃ‘A;BARCELONA;;
GIMNASIA;DEPORTIVO;DEPORTIVO;09/28/2017 12:00:00 AM;MONTREAL;CANADA;;
GOLF;DEPORTIVO;DEPORTIVO;09/28/2017 12:00:00 AM;ARGENTINA;ROSARIO;;
TENIS;;;09/27/2017 12:00:00 AM;COLOMBIA;PEREIRA;;
WUSHU;;;09/27/2017 12:00:00 AM;RUSIA;MEDELLIN ANTIOQUIA;;
WUSHU;;;09/27/2017 12:00:00 AM;RUSIA;KASAN;;
BOWLING;;;09/25/2017 12:00:00 AM;COLOMBIA;MEDELLIN;;
AUTOMOVILISMO;DEPORTIVO;DEPORTIVO;09/24/2017 12:00:00 AM;COLOMBIA;CHIA;;
AUTOMOVILISMO;DEPORTIVO;DEPORTIVO;09/24/2017 12:00:00 AM;COLOMBIA;TOCANCIPA;;
BRIDGE;;;09/23/2017 12:00:00 AM;BOGOTA;BOGOTA;;
MOTONAUTICA;ACADÃ‰MICO;ACADÃ‰MICO;09/23/2017 12:00:00 AM;COLOMBIA;CARTAGO;;
SAMBO;DEPORTIVO;DEPORTIVO;09/23/2017 12:00:00 AM;INGLATERRA;VILLAVICENCIO;;
SQUASH;;;09/23/2017 12:00:00 AM;ARGENTINA;LIGA DE SQUASH DE SANTANDER;;
JIU-JITSU;CONCENTRACIÃ“N;CONCENTRACIÃ“N;09/22/2017 12:00:00 AM;COLOMBIA;CARTAGENA;;
SAMBO;DEPORTIVO;DEPORTIVO;09/22/2017 12:00:00 AM;COLOMBIA;SOUTH;;
ECUESTRE;DEPORTIVO;DEPORTIVO;09/21/2017 12:00:00 AM;COLOMBIA;BOGOTA;;
BOWLING;;;09/19/2017 12:00:00 AM;COLOMBIA;BOGOTA;;
TENIS DE MESA;;;09/19/2017 12:00:00 AM;PRE INFANTIL;SEPTIEMBRE;;
GOLF;DEPORTIVO;DEPORTIVO;09/18/2017 12:00:00 AM;ECUADOR;QUITO;;
TIRO TODAS;DEPORTIVO;DEPORTIVO;09/18/2017 12:00:00 AM;BRASIL;;;
BALONCESTO;;;09/17/2017 12:00:00 AM;POR  DEFINIR;POR DEFINIR;;
BRIDGE;;;09/17/2017 12:00:00 AM;BOGOTA;BOGOTA;;
AJEDREZ;;;09/16/2017 12:00:00 AM;URUGUAY;URUGUAY;;
AUTOMOVILISMO;DEPORTIVO;DEPORTIVO;09/16/2017 12:00:00 AM;COLOMBIA;TOCANCIPA;;
AUTOMOVILISMO;DEPORTIVO;DEPORTIVO;09/16/2017 12:00:00 AM;COLOMBIA;CALI;;
TENIS;;;09/16/2017 12:00:00 AM;COLOMBIA;CUCUTA;;
TENIS;;;09/16/2017 12:00:00 AM;COLOMBIA;PEREIRA;;
TIRO COMPAC SPORTING;DEPORTIVO;DEPORTIVO;09/16/2017 12:00:00 AM;COLOMBIA;DICIEMBRE;;
GIMNASIA;DEPORTIVO;DEPORTIVO;09/15/2017 12:00:00 AM;PAIPA;COLOMBIA;;
GOLF;DEPORTIVO;DEPORTIVO;09/15/2017 12:00:00 AM;COLOMBIA;BOGOTÃ;;
GIMNASIA;DEPORTIVO;DEPORTIVO;09/14/2017 12:00:00 AM;PARIS;FRANCIA;;
GOLF;DEPORTIVO;DEPORTIVO;09/14/2017 12:00:00 AM;COLOMBIA;CALI;;
GOLF;CONCENTRACIÃ“N;CONCENTRACIÃ“N;09/14/2017 12:00:00 AM;;;;
TIRO PISTOLAS;DEPORTIVO;DEPORTIVO;09/14/2017 12:00:00 AM;COLOMBIA;CALI;;
DEPORTES AÃ‰REOS;DEPORTIVO;DEPORTIVO;09/13/2017 12:00:00 AM;BOYACA;PAIPA - BOYACA;;
LUCHA;DEPORTIVO;DEPORTIVO;09/13/2017 12:00:00 AM;MEDELLIN;COLOMBIA;;
ARQUERIA;DEPORTIVO;DEPORTIVO;9/12/2017 0:00;CHINA;BEIJING;;
ECUESTRE;DEPORTIVO;DEPORTIVO;9/12/2017 0:00;COLOMBIA;UBATE;;
BOWLING;;;9/11/2017 0:00;COLOMBIA;CUNDINAMARCA;;
CANOTAJE;;;9/11/2017 0:00;SANTA MARTA;COLOMBIA;;
ECUESTRE;CONCENTRACIÃ“N;CONCENTRACIÃ“N;9/11/2017 0:00;COLOMBIA;BOGOTA;;
SOFTBOL;;;9/11/2017 0:00;COLOMBIA;BOGOTA;;
TENIS DE MESA;DEPORTIVO;DEPORTIVO;9/11/2017 0:00;INFANTIL;SEPTIEMBRE;;
AUTOMOVILISMO;DEPORTIVO;DEPORTIVO;9/10/2017 0:00;COLOMBIA;TOCANCIPA;;
GOLF;DEPORTIVO;DEPORTIVO;9/10/2017 0:00;CANADA;POR DEFINIR;;
AUTOMOVILISMO;DEPORTIVO;DEPORTIVO;9/09/2017 0:00;COLOMBIA;TOCANCIPA;;
BRIDGE;;;9/09/2017 0:00;BOGOTA;BOGOTA;;
ESQUI NAUTICO;DEPORTIVO;DEPORTIVO;9/09/2017 0:00;COLOMBIA;BOGOTA;;
TENIS;;;9/09/2017 0:00;COLOMBIA;BUCARAMANGA;;
KARATE;DEPORTIVO;DEPORTIVO;9/08/2017 0:00;TURQUIA;ESTAMBUL;;
TIRO FOSA UNIVERSAL;DEPORTIVO;DEPORTIVO;9/08/2017 0:00;COLOMBIA;MONTERIA;;
WUSHU;;;9/08/2017 0:00;COLOMBIA;COSTA RICA;;
WUSHU;;;9/08/2017 0:00;COLOMBIA;MEDELLIN ANTIOQUIA;;
JIU-JITSU;DEPORTIVO;DEPORTIVO;9/07/2017 0:00;ESTADOS UNIDOS;LAS VEGAS;;
KARATE;DEPORTIVO;DEPORTIVO;9/07/2017 0:00;ALEMANIA;LEIPZIG;;
ECUESTRE;DEPORTIVO;DEPORTIVO;9/06/2017 0:00;COLOMBIA;BOGOTA;;
GIMNASIA;DEPORTIVO;DEPORTIVO;9/06/2017 0:00;SZOMBATHELY;HUNGRIA;;
SOFTBOL;;;9/06/2017 0:00;COLOMBIA;BOGOTA;;
GOLF;DEPORTIVO;DEPORTIVO;9/05/2017 0:00;COLOMBIA;CALI;;
TENIS DE MESA;;;9/05/2017 0:00;U-11, U-13;SEPTIEMBRE;;
LUCHA;DEPORTIVO;DEPORTIVO;9/04/2017 0:00;ATHENAS;GRECIA;;
ECUESTRE;CONCENTRACIÃ“N;CONCENTRACIÃ“N;9/03/2017 0:00;COLOMBIA;CUNDINAMARCA;;
KARATE;DEPORTIVO;DEPORTIVO;9/03/2017 0:00;TURQUIA;ESTAMBUL;;
TENIS DE MESA;;;9/03/2017 0:00;JUVENIL;SEPTIEMBRE;;
ARQUERIA;DEPORTIVO;DEPORTIVO;9/02/2017 0:00;ROMA, ITALIA;POR CONFIRMAR;;
BOWLING;;;9/02/2017 0:00;MEXICO;MONTERREY;;
DEPORTES AÃ‰REOS;;;9/02/2017 0:00;BRASIL;ANDRADAS - BRASIL;;
ARQUERIA;CONCENTRACIÃ“N;CONCENTRACIÃ“N;9/01/2017 0:00;COLOMBIA;MEDELLÃN;;
BALONCESTO;;;9/01/2017 0:00;COLOMBIA;GUAJIRA;;
BALONCESTO;;;9/01/2017 0:00;COLOMBIA;QUINDIO;;
BALONCESTO;;;9/01/2017 0:00;COLOMBIA;POR DEFINIR;;
BRIDGE;;;9/01/2017 0:00;HAVANA, CUBA;HAVANA, CUBA;;
CANOTAJE;;;9/01/2017 0:00;CIENAGA;MAGDALENA;;
ECUESTRE;CONCENTRACIÃ“N;CONCENTRACIÃ“N;9/01/2017 0:00;COLOMBIA;BOGOTA;;
ESQUI NAUTICO;DEPORTIVO;DEPORTIVO;9/01/2017 0:00;FRANCIA;FRANCIA;;
GIMNASIA;DEPORTIVO;DEPORTIVO;9/01/2017 0:00;CALI;COLOMBIA;;
SQUASH;;;9/01/2017 0:00;;LIGA DE SQUASH DE BOLIVAR;;
ECUESTRE;DEPORTIVO;DEPORTIVO;08/31/2017 12:00:00 AM;COLOMBIA;BOGOTA;;
TIRO RIFLES;DEPORTIVO;DEPORTIVO;08/31/2017 12:00:00 AM;COLOMBIA;CALI;;
TENIS;;;08/30/2017 12:00:00 AM;COLOMBIA;MANIZALEZ;;
AJEDREZ;;;08/29/2017 12:00:00 AM;COLOMBIA;MEDELLIN;;
SAMBO;DEPORTIVO;DEPORTIVO;08/29/2017 12:00:00 AM;COREO;PASTO;;
JUDO;DEPORTIVO;DEPORTIVO;08/28/2017 12:00:00 AM;HUNGRIA;BUDAPEST;;
DEPORTES AÃ‰REOS;;;08/26/2017 12:00:00 AM;FRANCIA;ANNECY - FRANCIA;;
